Epoch,Batch,Validate_Mean_sMAPE,Validate_Median_sMAPE,Validate_Mean_RMSE,Validate_Median_RMSE,Test_Mean_Mean_sMAPE,Test_Mean_Median_sMAPE,Test_Mean_Mean_RMSE,Test_Mean_Median_RMSE
50,20,19.09103324,18.449651433999996,4.5539919232,4.2892939692,19.809563782,18.952806964,4.7288510492,4.4451784364
35,20,19.689036006000002,19.011736344000003,4.6561995964,4.4005259934,20.115180572,19.171863002000002,4.7879207296,4.507264580199999
50,60,19.719530958,19.15345705,4.6770910546,4.4253597846,20.052099192000004,19.405643588,4.7768322934,4.4838714056
50,40,19.74005288,19.100211236,4.673063007,4.431852601599999,20.104145252,19.42539016,4.774682107199999,4.480674799799999
35,40,19.948077052,19.130197572,4.693689947,4.455098266199999,20.385790741999998,19.325382425999997,4.8178445528,4.514473647999999
25,20,19.96941694,19.136433294,4.7132067532,4.4677412098,20.233031552,19.354272498,4.7973771978,4.503386296
35,60,19.983122818000002,19.175527726000002,4.7247700706,4.4371562036,20.29523689,19.254395440000003,4.8067060392,4.48129581
50,100,20.000985678,19.101684362,4.728008797799999,4.433899258,20.324319545999998,19.180565252,4.8205230774,4.5172232772
25,40,20.036498982,19.290725232,4.7384281852,4.475897418800001,20.312194906,19.340435550000002,4.8133155198,4.457014460400001
50,80,20.04460548,19.3615722,4.7276000022,4.470424434,20.28985799,19.299101754,4.8057121144,4.5164974976
35,80,20.164776254,19.347697408,4.7612744674,4.5095129082,20.470104248,19.429491958,4.8332483058,4.512533157
15,60,20.238165929999997,19.102195898,4.782754607,4.5243042492,20.313024092,19.253287066000002,4.8228005028,4.5713874736
15,20,20.241745108,19.618350573999997,4.768467273400001,4.4641497808,20.519915988,19.508013806,4.857635701,4.5497057454
25,80,20.247298882000003,19.144697836,4.7779797504,4.478417747,20.426238212,19.325160284,4.8293395294,4.4857698576
15,100,20.332539382,19.32279709,4.7870946008,4.5037271976,20.501024109999996,19.481302585999998,4.8527722414,4.5536824211999996
25,60,20.358155099999998,19.37387931,4.792427689599999,4.5179213542,20.758412682,19.921122305999997,4.885867429399999,4.546051319
35,100,20.381992466,19.561737322,4.786817006000001,4.5157446614,20.664150196,19.700693224,4.8584362946,4.5038600010000005
5,40,20.433778176,19.429651644,4.802300683,4.517146292,20.386686276,19.50227671,4.8307901266,4.479768679199999
25,100,20.468354718,19.6085302,4.8105095184,4.5368421113999995,20.555301836,19.367025278,4.8588970368,4.564471155
15,80,20.491017876,19.577597544,4.8063737462,4.5355590356,20.767936688,19.886929887999997,4.8859707138,4.5718798424
15,40,20.501752388000003,19.592349578,4.828295044799999,4.5541479838,20.64333267,19.855089567999997,4.879319757999999,4.6078549706
5,100,20.660611234,19.833646004000002,4.8422067132,4.5069010414,20.43397443,19.434543232,4.7995686194000005,4.4512146694
5,80,20.697380115999998,19.949503076,4.830887251,4.4958150462,20.62225876,19.934458483999997,4.8379927326,4.5203069737999995
5,20,20.75546525,19.80028882,4.867340636,4.5491208998,20.764002320000003,19.695131716,4.8863347518,4.555632167600001
5,60,20.862602236,20.084449916,4.8810494092,4.5496684052,20.727892137999998,20.05104843,4.8592339576,4.5455737654
